ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncpy (Arm OR 23.01)|60|6.296|6.312|22.319|12.647|62.191|6.341|3.122
strncpy (GNU libc 2.39)|60|6.296|6.308|22.316|12.641|62.221|6.346|3.126
strncpy (LI-PaRAD)|61|4.384|4.417|24.412|8.885|81.826|10.075|4.549
strncpy (Arm OR 23.01)|61|6.576|6.593|22.6|13.202|59.755|6.089|3.02
strncpy (GNU libc 2.39)|61|6.578|6.59|22.603|13.24|59.874|6.086|3.028
strncpy (LI-PaRAD)|62|4.389|4.416|32.431|8.964|83.498|10.239|4.637
strncpy (Arm OR 23.01)|62|6.578|6.593|22.602|12.965|60.503|6.274|3.044
strncpy (GNU libc 2.39)|62|6.578|6.59|22.802|13.084|60.389|6.247|3.066
strncpy (LI-PaRAD)|63|4.384|4.417|20.432|8.846|81.364|10.412|4.691
strncpy (Arm OR 23.01)|63|6.579|6.592|22.601|13.242|59.861|6.283|3.125
strncpy (GNU libc 2.39)|63|6.576|6.591|22.597|13.082|60.378|6.348|3.116
strncpy (LI-PaRAD)|64|4.382|4.417|20.431|8.844|81.386|10.582|4.769
strncpy (Arm OR 23.01)|64|6.292|6.31|22.319|12.486|62.716|6.834|3.318
strncpy (GNU libc 2.39)|64|6.277|6.308|22.313|12.64|62.225|6.77|3.335
strncpy (LI-PaRAD)|65|6.291|6.314|22.322|12.558|61.997|6.89|3.375
strncpy (Arm OR 23.01)|65|7.322|7.334|39.336|14.737|56.346|5.674|2.843
strncpy (GNU libc 2.39)|65|7.336|7.347|35.345|14.907|55.252|5.607|2.845
strncpy (LI-PaRAD)|66|6.29|6.308|22.332|12.636|62.245|6.986|3.442
strncpy (Arm OR 23.01)|66|7.323|7.333|23.341|14.619|54.796|5.767|2.879
strncpy (GNU libc 2.39)|66|7.336|7.346|23.352|14.63|54.746|5.758|2.873
strncpy (LI-PaRAD)|67|6.291|6.311|22.336|12.636|62.235|7.09|3.493
strncpy (Arm OR 23.01)|67|7.324|7.334|23.339|14.619|54.792|5.854|2.922
strncpy (GNU libc 2.39)|67|7.324|7.345|23.357|14.629|54.756|5.847|2.917
strncpy (LI-PaRAD)|68|6.29|6.31|22.325|12.637|62.245|7.197|3.546
strncpy (Arm OR 23.01)|68|7.243|7.255|23.672|14.385|55.602|6.056|3.003
strncpy (GNU libc 2.39)|68|7.248|7.258|23.264|14.503|54.995|6.0|3.001
strncpy (LI-PaRAD)|69|6.29|6.314|22.338|12.637|62.237|7.302|3.597
strncpy (Arm OR 23.01)|69|7.322|7.334|23.341|14.618|54.793|6.029|3.01
strncpy (GNU libc 2.39)|69|7.336|7.345|23.352|14.709|54.095|5.973|2.997
strncpy (LI-PaRAD)|70|6.289|6.31|22.321|12.478|62.741|7.481|3.633
strncpy (Arm OR 23.01)|70|7.324|7.334|23.34|14.777|54.291|6.056|3.058
strncpy (GNU libc 2.39)|70|7.334|7.345|23.352|14.59|54.668|6.114|3.041
strncpy (LI-PaRAD)|71|6.291|6.306|22.33|12.635|62.249|7.516|3.703
strncpy (Arm OR 23.01)|71|7.323|7.334|23.342|14.738|54.219|6.148|3.096
strncpy (GNU libc 2.39)|71|7.332|7.345|23.353|14.63|54.754|6.195|3.091
strncpy (LI-PaRAD)|72|6.292|6.308|22.341|12.558|62.008|7.633|3.739
strncpy (Arm OR 23.01)|72|7.233|7.255|27.259|14.539|55.229|6.352|3.185
strncpy (GNU libc 2.39)|72|7.247|7.259|23.265|14.543|55.072|6.346|3.183
strncpy (LI-PaRAD)|73|6.288|6.309|22.322|12.596|62.126|7.733|3.799
strncpy (Arm OR 23.01)|73|7.329|7.34|27.344|14.743|54.334|6.319|3.18
strncpy (GNU libc 2.39)|73|7.335|7.345|27.344|14.551|55.133|6.396|3.164
strncpy (LI-PaRAD)|74|6.29|6.31|22.333|12.716|61.658|7.771|3.857
strncpy (Arm OR 23.01)|74|7.322|7.331|23.359|14.577|54.723|6.473|3.223
