        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          55 |          7.700 |          7.705 |          7.726 |          7.705 |          0.033 |          6.648 |          0.002
          strcpy GNU libc 2.39 |          55 |          3.968 |          3.988 |          3.991 |          3.985 |          0.144 |         12.854 |          0.019
       strcpy LI-PaRAD/EMOPASS |          55 |          2.878 |          2.884 |          2.889 |          2.883 |          0.076 |         17.765 |          0.013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          56 |          7.701 |          7.705 |          7.708 |          7.705 |          0.018 |          6.769 |          0.001
          strcpy GNU libc 2.39 |          56 |          3.999 |          4.014 |          4.027 |          4.013 |          0.110 |         12.995 |          0.014
       strcpy LI-PaRAD/EMOPASS |          56 |          2.872 |          2.879 |          2.886 |          2.879 |          0.096 |         18.117 |          0.017
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          57 |          7.701 |          7.705 |          7.710 |          7.705 |          0.021 |          6.890 |          0.001
          strcpy GNU libc 2.39 |          57 |          4.000 |          4.013 |          4.018 |          4.012 |          0.083 |         13.232 |          0.011
       strcpy LI-PaRAD/EMOPASS |          57 |          2.872 |          2.878 |          2.901 |          2.878 |          0.120 |         18.446 |          0.022
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          58 |          7.700 |          7.705 |          7.710 |          7.705 |          0.021 |          7.011 |          0.001
          strcpy GNU libc 2.39 |          58 |          4.000 |          4.013 |          4.017 |          4.012 |          0.079 |         13.463 |          0.011
       strcpy LI-PaRAD/EMOPASS |          58 |          2.872 |          2.879 |          2.890 |          2.879 |          0.103 |         18.762 |          0.019
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          59 |          7.700 |          7.705 |          7.708 |          7.705 |          0.020 |          7.132 |          0.001
          strcpy GNU libc 2.39 |          59 |          3.981 |          3.994 |          4.037 |          3.993 |          0.143 |         13.760 |          0.020
       strcpy LI-PaRAD/EMOPASS |          59 |          2.873 |          2.879 |          2.882 |          2.878 |          0.083 |         19.091 |          0.016
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          60 |          7.701 |          7.705 |          7.709 |          7.705 |          0.020 |          7.252 |          0.001
          strcpy GNU libc 2.39 |          60 |          4.002 |          4.013 |          4.026 |          4.012 |          0.085 |         13.928 |          0.012
       strcpy LI-PaRAD/EMOPASS |          60 |          2.874 |          2.879 |          2.887 |          2.879 |          0.085 |         19.411 |          0.017
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          61 |          7.700 |          7.705 |          7.707 |          7.704 |          0.018 |          7.374 |          0.001
          strcpy GNU libc 2.39 |          61 |          4.003 |          4.013 |          4.016 |          4.012 |          0.067 |         14.158 |          0.009
       strcpy LI-PaRAD/EMOPASS |          61 |          2.873 |          2.879 |          2.910 |          2.879 |          0.170 |         19.731 |          0.033
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          62 |          7.700 |          7.705 |          7.708 |          7.705 |          0.020 |          7.494 |          0.002
          strcpy GNU libc 2.39 |          62 |          4.002 |          4.014 |          4.018 |          4.013 |          0.076 |         14.387 |          0.011
       strcpy LI-PaRAD/EMOPASS |          62 |          2.873 |          2.879 |          2.884 |          2.879 |          0.085 |         20.059 |          0.017
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
