ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (LI-PaRAD)|72|5.848|6.032|6.07|6.011|0.952|11.157|0.108
strncmp (GNU libc 2.34)|72|7.332|7.342|7.637|7.371|0.733|9.097|0.066
strncmp (Arm OR 23.01)|72|8.451|8.642|9.664|8.669|2.292|7.739|0.17
strncmp (LI-PaRAD)|73|5.975|6.072|6.122|6.066|0.402|11.208|0.045
strncmp (GNU libc 2.34)|73|8.205|8.209|8.259|8.211|0.09|8.28|0.007
strncmp (Arm OR 23.01)|73|8.566|8.662|9.233|8.68|1.316|7.834|0.099
strncmp (LI-PaRAD)|74|5.865|6.032|6.129|6.024|0.55|11.441|0.064
strncmp (GNU libc 2.34)|74|8.084|8.09|8.095|8.09|0.019|8.519|0.002
strncmp (Arm OR 23.01)|74|8.452|8.701|9.529|8.702|1.625|7.921|0.123
strncmp (LI-PaRAD)|75|6.05|6.1|6.105|6.093|0.23|11.463|0.026
strncmp (GNU libc 2.34)|75|8.191|8.194|8.249|8.195|0.073|8.523|0.006
strncmp (Arm OR 23.01)|75|8.563|8.678|9.444|8.689|1.504|8.041|0.115
strncmp (LI-PaRAD)|76|5.855|6.034|6.067|6.021|0.73|11.755|0.087
strncmp (GNU libc 2.34)|76|8.088|8.09|8.157|8.091|0.086|8.748|0.007
strncmp (Arm OR 23.01)|76|8.346|8.635|9.775|8.658|2.574|8.181|0.198
strncmp (LI-PaRAD)|77|5.975|6.073|6.14|6.07|0.399|11.815|0.047
strncmp (GNU libc 2.34)|77|8.212|8.215|8.225|8.215|0.019|8.729|0.002
strncmp (Arm OR 23.01)|77|8.565|8.66|9.186|8.67|1.243|8.272|0.099
strncmp (LI-PaRAD)|78|5.848|6.032|6.087|6.03|0.426|12.046|0.052
strncmp (GNU libc 2.34)|78|8.091|8.094|8.1|8.095|0.018|8.974|0.002
strncmp (Arm OR 23.01)|78|8.455|8.703|9.195|8.693|1.342|8.358|0.111
strncmp (LI-PaRAD)|79|6.05|6.099|6.111|6.093|0.204|12.075|0.025
strncmp (GNU libc 2.34)|79|8.185|8.188|8.229|8.189|0.071|8.984|0.006
strncmp (Arm OR 23.01)|79|8.563|8.679|9.671|8.741|2.817|8.423|0.221
strncmp (LI-PaRAD)|80|5.863|6.035|6.065|6.014|0.846|12.389|0.106
strncmp (GNU libc 2.34)|80|8.082|8.087|8.158|8.091|0.169|9.208|0.015
strncmp (Arm OR 23.01)|80|8.451|8.659|9.272|8.652|1.816|8.615|0.153
strncmp (LI-PaRAD)|81|7.675|7.699|7.713|7.696|0.131|9.802|0.013
strncmp (GNU libc 2.34)|81|8.874|8.899|8.918|8.899|0.043|8.477|0.004
strncmp (Arm OR 23.01)|81|10.215|10.372|11.408|10.427|1.78|7.237|0.124
strncmp (LI-PaRAD)|82|7.102|7.115|7.143|7.117|0.131|10.73|0.014
strncmp (GNU libc 2.34)|82|8.728|8.731|8.748|8.732|0.032|8.746|0.003
strncmp (Arm OR 23.01)|82|10.168|10.483|11.405|10.505|1.402|7.271|0.098
strncmp (LI-PaRAD)|83|7.652|7.695|7.735|7.693|0.157|10.048|0.016
strncmp (GNU libc 2.34)|83|8.873|8.877|8.887|8.877|0.03|8.707|0.003
strncmp (Arm OR 23.01)|83|10.22|10.378|11.669|10.447|1.994|7.402|0.139
strncmp (LI-PaRAD)|84|7.098|7.114|7.133|7.115|0.107|10.996|0.012
strncmp (GNU libc 2.34)|84|8.724|8.727|8.792|8.729|0.104|8.962|0.009
strncmp (Arm OR 23.01)|84|10.308|10.45|11.246|10.455|1.076|7.483|0.077
strncmp (LI-PaRAD)|85|7.674|7.696|7.714|7.693|0.138|10.29|0.014
strncmp (GNU libc 2.34)|85|8.894|8.897|8.946|8.898|0.06|8.896|0.005
strncmp (Arm OR 23.01)|85|10.222|10.362|11.346|10.408|1.75|7.608|0.127
strncmp (LI-PaRAD)|86|7.073|7.115|7.144|7.116|0.163|11.255|0.018
strncmp (GNU libc 2.34)|86|8.727|8.73|8.736|8.731|0.016|9.174|0.001
strncmp (Arm OR 23.01)|86|10.366|10.491|11.174|10.506|1.151|7.624|0.084
strncmp (LI-PaRAD)|87|7.618|7.689|7.713|7.689|0.176|10.538|0.019
strncmp (GNU libc 2.34)|87|8.873|8.875|8.938|8.876|0.074|9.128|0.007
strncmp (Arm OR 23.01)|87|10.234|10.371|11.38|10.42|1.72|7.778|0.127
strncmp (LI-PaRAD)|88|7.667|7.696|7.712|7.693|0.141|10.653|0.015
strncmp (GNU libc 2.34)|88|8.872|8.876|8.907|8.877|0.053|9.232|0.005
strncmp (Arm OR 23.01)|88|10.155|10.38|11.312|10.446|1.788|7.848|0.135
strncmp (LI-PaRAD)|89|7.676|7.697|7.713|7.695|0.127|10.772|0.014
strncmp (GNU libc 2.34)|89|9.61|9.614|9.66|9.615|0.066|8.621|0.006
strncmp (Arm OR 23.01)|89|10.211|10.365|11.389|10.423|1.837|7.955|0.14
strncmp (LI-PaRAD)|90|7.652|7.696|7.712|7.693|0.155|10.895|0.017
strncmp (GNU libc 2.34)|90|9.608|9.611|9.694|9.614|0.14|8.718|0.012
strncmp (Arm OR 23.01)|90|10.21|10.379|11.633|10.435|2.005|8.035|0.15
strncmp (LI-PaRAD)|91|7.34|7.696|7.724|7.683|0.706|11.032|0.08
strncmp (GNU libc 2.34)|91|9.61|9.612|9.72|9.615|0.132|8.814|0.012
strncmp (Arm OR 23.01)|91|10.217|10.359|11.208|10.411|1.516|8.142|0.119
strncmp (LI-PaRAD)|92|7.662|7.697|7.715|7.694|0.141|11.137|0.016
strncmp (GNU libc 2.34)|92|9.608|9.611|9.677|9.616|0.173|8.91|0.015
strncmp (Arm OR 23.01)|92|10.232|10.388|11.546|10.488|2.307|8.174|0.18
strncmp (LI-PaRAD)|93|7.676|7.699|7.715|7.696|0.114|11.255|0.013
strncmp (GNU libc 2.34)|93|9.61|9.613|9.618|9.613|0.013|9.01|0.001
strncmp (Arm OR 23.01)|93|10.217|10.364|11.366|10.437|1.976|8.301|0.156
strncmp (LI-PaRAD)|94|7.654|7.697|7.716|7.692|0.161|11.381|0.018
strncmp (GNU libc 2.34)|94|9.606|9.61|9.623|9.611|0.024|9.109|0.002
strncmp (Arm OR 23.01)|94|10.235|10.381|10.923|10.41|1.139|8.41|0.093
strncmp (LI-PaRAD)|95|7.662|7.689|7.712|7.69|0.106|11.506|0.012
strncmp (GNU libc 2.34)|95|9.592|9.612|9.65|9.61|0.077|9.206|0.007
strncmp (Arm OR 23.01)|95|10.162|10.294|11.454|10.358|2.058|8.545|0.167
strncmp (LI-PaRAD)|96|7.096|7.11|7.146|7.112|0.128|12.57|0.016
strncmp (GNU libc 2.34)|96|9.423|9.426|9.433|9.426|0.017|9.485|0.002
strncmp (Arm OR 23.01)|96|10.187|10.381|11.38|10.418|1.555|8.584|0.126
strncmp (LI-PaRAD)|97|8.092|8.33|8.472|8.314|1.51|10.868|0.164
strncmp (GNU libc 2.34)|97|10.132|10.138|10.705|10.16|0.608|8.891|0.052
strncmp (Arm OR 23.01)|97|12.003|12.121|18.173|12.234|5.024|7.397|0.259
strncmp (LI-PaRAD)|98|8.055|8.264|8.484|8.283|1.572|11.022|0.173
strncmp (GNU libc 2.34)|98|10.132|10.842|10.867|10.516|3.332|8.689|0.29
strncmp (Arm OR 23.01)|98|11.608|12.119|12.992|12.169|1.52|7.502|0.111
strncmp (LI-PaRAD)|99|7.977|8.385|8.474|8.343|1.553|11.054|0.174
